,Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,Datum_1_Interview,Datum_2_Interview,Datum_3_Interview,Datum_4_Interview,V1,V01,V2,V3,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V10,V11,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V13,V14,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,V19_2_Interview,V19_3_Interview,V19_4_Interview,V20_2_Interview,V20_3_Interview,V20_4_Interview,V21_2_Interview,V21_3_Interview,V21_4_Interview,Miss_row_%,Days_Between_2_and_1_Interview,Days_Between_3_and_2_Interview,Days_Between_4_and_3_Interview
1521,05_IK__268__4,05_IK__268,2018-04-10 00:00:00,2018-05-20 00:00:00,2018-06-11 00:00:00,2018-07-09 00:00:00,Facebook,170.0,2.0,1.0,1.0,4.0,2.0,2.0,5.0,7.0,2.0,2.0,1.0,3.0,4.0,7.0,5.0,5,10.0,7.0,4.0,10.0,10.0,8.0,9.0,9.0,7.0,5.0,5.0,7.0,7,7.0,8.0,7.0,7.0,5.454545454545453,40.0,22.0,28.0
1522,PB1__269__4,PB1__269,2018-04-14 00:00:00,2018-05-17 00:00:00,2018-05-12 00:00:00,2018-07-10 00:00:00,Buienrader,86.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,10.0,10.0,10.0,1.0,1.0,8.0,8.0,8.0,9,10.0,10.0,1.0,1.0,5.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,5.0,5.454545454545453,33.0,-5.0,59.0
1523,PB2__270__4,PB2__270,2018-04-14 00:00:00,2018-05-17 00:00:00,2018-05-12 00:00:00,2018-07-10 00:00:00,FAZ.NET,177.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,8.0,8.0,8.0,8,10.0,5.0,6.0,6.0,6.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,-5.0,59.0
1524,PB3__271__4,PB3__271,2018-04-14 00:00:00,2018-05-17 00:00:00,2018-05-12 00:00:00,2018-07-10 00:00:00,DB,126.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,2,10.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,-5.0,59.0
1527,KK_1__274__4,KK_1__274,2018-04-04 00:00:00,2018-05-02 00:00:00,2018-05-31 00:00:00,2018-06-30 00:00:00,Youtube,613.0,2.0,1.0,3.0,2.0,2.0,4.0,5.0,2.0,5.0,3.0,1.0,1.0,9.0,7.0,7.0,7,10.0,10.0,6.0,5.0,2.0,8.0,1.0,7.0,5.0,5.0,5.0,8.0,5,8.0,5.0,5.0,2.0,5.454545454545453,28.0,29.0,30.0
1528,KK_2__275__4,KK_2__275,2017-04-05 00:00:00,2018-05-02 00:00:00,2018-05-31 00:00:00,2018-06-29 00:00:00,Jodel,279.0,2.0,1.0,2.0,3.0,2.0,2.0,10.0,10.0,10.0,10.0,1.0,1.0,10.0,8.0,10.0,10,10.0,10.0,9.0,8.0,9.0,10.0,6.0,6.0,9.0,10.0,8.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,392.0,29.0,29.0
1529,KK_3__276__4,KK_3__276,2017-04-10 00:00:00,2018-05-08 00:00:00,2018-06-05 00:00:00,2018-07-03 00:00:00,Kalender,281.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,5.0,8.0,5.0,1.0,5.0,9.0,10.0,5.0,8,10.0,5.0,6.0,5.0,8.0,10.0,8.0,5.0,10.0,8.0,4.0,8.0,10,10.0,10.0,7.0,7.0,3.6363636363636402,393.0,28.0,28.0
1531,KK_5__278__4,KK_5__278,2018-04-14 00:00:00,2018-05-13 00:00:00,2017-06-09 00:00:00,2018-07-08 00:00:00,Bosch Toolbox,739.0,1.0,1.0,5.0,5.0,6.0,6.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,6.0,7.0,7,7.0,7.0,3.0,6.0,3.0,1.0,8.0,2.0,5.0,5.0,6.0,4.0,7,7.0,5.0,6.0,6.0,5.454545454545453,29.0,27.0,394.0
1532,LT__279__4,LT__279,2018-03-27 00:00:00,2018-04-24 00:00:00,2018-06-01 00:00:00,2018-07-07 00:00:00,Mein Vodafone,338.0,1.0,1.0,4.0,7.0,4.0,7.0,10.0,3.0,5.0,2.0,1.0,1.0,4.0,5.0,4.0,2,10.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,2.0,5,5.0,1.0,4.0,5.0,5.454545454545453,28.0,38.0,36.0
1534,JT__281__4,JT__281,2018-04-09 00:00:00,2018-05-11 00:00:00,2018-06-09 00:00:00,2018-07-08 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,9.0,8.0,1.0,1.0,5.0,8.0,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,8.0,9.0,10.0,10.0,10.0,10.0,10,10.0,5.0,9.0,10.0,5.454545454545453,32.0,29.0,29.0
1535,TS__282__4,TS__282,2018-04-14 00:00:00,2018-05-13 00:00:00,2018-06-09 00:00:00,2018-07-08 00:00:00,NBA,366.0,2.0,1.0,2.0,2.0,3.0,2.0,7.0,6.0,8.0,8.0,1.0,1.0,6.0,7.0,7.0,8,10.0,10.0,8.0,8.0,8.0,3.0,8.0,10.0,8.0,8.0,8.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,29.0,27.0,29.0
1536,AP__283__4,AP__283,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-09 00:00:00,2018-07-08 00:00:00,MAP Alarm,844.0,1.0,1.0,2.0,7.0,7.0,7.0,10.0,1.0,1.0,1.0,1.0,8.0,10.0,1.0,1.0,1,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3.6363636363636402,28.0,27.0,29.0
1537,LK_2__284__4,LK_2__284,2018-04-14 00:00:00,2018-05-15 00:00:00,2018-06-09 00:00:00,2018-07-09 00:00:00,Markplaats,847.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,8.0,6.0,9.0,1.0,1.0,1.0,7.0,8.0,9,10.0,1.0,9.0,8.0,6.0,5.0,5.0,7.0,9.0,9.0,8.0,10.0,10,10.0,9.0,7.0,9.0,5.454545454545453,31.0,25.0,30.0
1542,SL_1__289__4,SL_1__289,2018-03-27 00:00:00,2018-04-28 00:00:00,2018-05-29 00:00:00,2018-06-28 00:00:00,Ebay Kleinanzeigen,155.0,1.0,1.0,5.0,7.0,6.0,7.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,7.0,6,5.0,10.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,10.0,8.0,4.0,10,10.0,5.0,5.0,5.0,7.2727272727272805,32.0,31.0,30.0
1543,SL_2__290__4,SL_2__290,2018-03-30 00:00:00,2018-05-02 00:00:00,2018-06-01 00:00:00,2018-07-01 00:00:00,VR Banking,571.0,1.0,1.0,3.0,3.0,4.0,4.0,7.0,9.0,5.0,6.0,1.0,1.0,10.0,10.0,10.0,10,10.0,10.0,8.0,7.0,6.0,1.0,2.0,1.0,10.0,9.0,9.0,10.0,10,10.0,9.0,10.0,10.0,5.454545454545453,33.0,30.0,30.0
1544,SL_3__291__4,SL_3__291,2018-04-10 00:00:00,2018-05-12 00:00:00,2018-06-07 00:00:00,2018-07-05 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,7.0,9.0,10.0,1.0,1.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,10.0,3.0,7.0,8.0,9.0,9.0,9.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,32.0,26.0,28.0
1545,SL_4__292__4,SL_4__292,2018-04-15 00:00:00,2018-05-15 00:00:00,2018-06-07 00:00:00,2018-07-05 00:00:00,Codecheck,109.0,1.0,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,3,2.0,1.0,1.0,1.0,9.090909090909093,30.0,23.0,28.0
1547,SN__294__4,SN__294,2018-04-08 00:00:00,2018-05-08 00:00:00,2018-06-05 00:00:00,2018-07-03 00:00:00,Jagdwetter,826.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,8.0,10.0,9.0,8.0,1.0,8.0,6.0,8.0,8,6.0,10.0,8.0,7.0,8.0,5.0,1.0,5.0,8.0,10.0,9.0,10.0,10,9.0,8.0,10.0,9.0,3.6363636363636402,30.0,28.0,28.0
1549,CK__296__4,CK__296,2018-04-15 00:00:00,2018-05-14 00:00:00,2018-06-08 00:00:00,2018-07-06 00:00:00,Messenger,172.0,2.0,1.0,5.0,3.0,4.0,6.0,2.0,6.0,5.0,2.0,5.0,2.0,2.0,6.0,6.0,2,4.0,4.0,7.0,4.0,2.0,5.0,3.0,1.0,6.0,6.0,2.0,7.0,8,2.0,8.0,6.0,1.0,1.818181818181813,29.0,25.0,28.0
1550,TB__297__4,TB__297,2018-04-11 00:00:00,2018-05-11 00:00:00,2018-06-08 00:00:00,2018-07-06 00:00:00,Upday,978.0,2.0,1.0,3.0,3.0,2.0,3.0,7.0,7.0,7.0,9.0,1.0,1.0,10.0,9.0,8.0,8,10.0,9.0,5.0,5.0,3.0,1.0,1.0,2.0,10.0,10.0,10.0,8.0,10,10.0,2.0,5.0,5.0,5.454545454545453,30.0,28.0,28.0
1551,AS__298__4,AS__298,2018-04-08 00:00:00,2018-05-08 00:00:00,2018-06-05 00:00:00,2018-07-03 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,7.0,6.0,8.0,1.0,1.0,8.0,8.0,8.0,7,10.0,9.0,8.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,10.0,10,9.0,7.0,9.0,7.0,3.6363636363636402,30.0,28.0,28.0
1552,HL_1__299__4,HL_1__299,2018-04-12 00:00:00,2018-05-12 00:00:00,2018-06-09 00:00:00,2018-07-08 00:00:00,Snapshat,485.0,2.0,1.0,2.0,3.0,3.0,3.0,9.0,6.0,6.0,6.0,1.0,1.0,8.0,6.0,6.0,6,10.0,5.0,8.0,6.0,6.0,5.0,3.0,4.0,6.0,5.0,5.0,8.0,7,6.0,8.0,5.0,4.0,5.454545454545453,30.0,28.0,29.0
1553,HL_2__300__4,HL_2__300,2018-04-13 00:00:00,2018-05-10 00:00:00,2018-06-10 00:00:00,2018-07-11 00:00:00,BVB App,746.0,1.0,1.0,4.0,5.0,7.0,7.0,6.0,2.0,2.0,1.0,1.0,1.0,6.0,4.0,3.0,1,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,5.0,1,2.0,4.0,1.0,1.0,5.454545454545453,27.0,31.0,31.0
1554,HL_3__301__4,HL_3__301,2018-04-13 00:00:00,2018-05-12 00:00:00,2018-06-09 00:00:00,2018-07-11 00:00:00,Chrome,229.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,3.0,3.0,1.0,3.0,8.0,6.0,6.0,7,10.0,6.0,6.0,7.0,8.0,4.0,5.0,4.0,4.0,8.0,8.0,10.0,10,9.0,7.0,6.0,9.0,3.6363636363636402,29.0,28.0,32.0
1555,HL_4__302__4,HL_4__302,2018-04-15 00:00:00,2018-05-12 00:00:00,2018-06-08 00:00:00,2018-07-07 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,6.0,10.0,10.0,10.0,1.0,8.0,8.0,6.0,9,10.0,10.0,9.0,7.0,5.0,5.0,6.0,4.0,8.0,6.0,10.0,10.0,8,8.0,8.0,10.0,10.0,3.6363636363636402,27.0,27.0,29.0
1556,HL_5__303__4,HL_5__303,2018-04-16 00:00:00,2018-05-15 00:00:00,2018-06-10 00:00:00,2018-07-08 00:00:00,BVB App,746.0,2.0,1.0,4.0,4.0,5.0,5.0,8.0,7.0,7.0,8.0,4.0,1.0,7.0,8.0,7.0,9,10.0,9.0,1.0,5.0,6.0,1.0,3.0,5.0,9.0,6.0,9.0,3.0,5,6.0,9.0,6.0,6.0,5.454545454545453,29.0,26.0,28.0
1557,HL_1__304__4,HL_1__304,2018-04-13 00:00:00,2018-05-16 00:00:00,2018-06-10 00:00:00,2018-07-10 00:00:00,Xing,606.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,8.0,8.0,1.0,1.0,8.0,9.0,10.0,10,10.0,9.0,1.0,2.0,2.0,3.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,33.0,25.0,30.0
1561,HL_5__308__4,HL_5__308,2018-04-13 00:00:00,2018-05-16 00:00:00,2018-06-10 00:00:00,2018-07-10 00:00:00,Myfitnesspoll,355.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,10.0,3.0,3.0,1.0,1.0,10.0,10.0,8.0,8,10.0,10.0,10.0,1.0,1.0,9.0,1.0,1.0,10.0,8.0,8.0,10.0,10,10.0,10.0,6.0,6.0,5.454545454545453,33.0,25.0,30.0
1562,C__309__4,C__309,2018-04-04 00:00:00,2018-05-15 00:00:00,2018-06-08 00:00:00,2018-06-08 00:00:00,Googlemaps,234.0,1.0,1.0,3.0,4.0,3.0,1.0,8.0,9.0,8.0,4.0,1.0,1.0,7.0,9.0,10.0,10,10.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,9.0,7.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,41.0,24.0,0.0
1563,H__310__4,H__310,2018-04-15 00:00:00,2018-05-15 00:00:00,2018-06-09 00:00:00,2018-06-09 00:00:00,TuneIn Radio,546.0,2.0,1.0,3.0,3.0,4.0,3.0,6.0,8.0,7.0,8.0,1.0,1.0,8.0,8.0,7.0,8,10.0,9.0,5.0,8.0,7.0,8.0,3.0,3.0,8.0,7.0,7.0,10.0,9,9.0,7.0,6.0,6.0,5.454545454545453,30.0,25.0,0.0
1565,A__312__4,A__312,2018-04-16 00:00:00,2018-05-15 00:00:00,2018-06-08 00:00:00,2018-06-08 00:00:00,E-Mail,324.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,6.0,6.0,8.0,1.0,1.0,6.0,8.0,8.0,10,10.0,10.0,1.0,10.0,1.0,2.0,1.0,2.0,9.0,10.0,10.0,10.0,10,10.0,8.0,5.0,8.0,5.454545454545453,29.0,24.0,0.0
1566,V__313__4,V__313,2018-04-13 00:00:00,2018-05-15 00:00:00,2018-06-09 00:00:00,2018-06-09 00:00:00,Instagramm,272.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,8.0,9.0,9.0,1.0,1.0,9.0,10.0,10.0,9,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,10,10.0,4.0,4.0,4.0,5.454545454545453,32.0,25.0,0.0
1567,LB_1__314__4,LB_1__314,2018-04-16 00:00:00,2018-05-16 00:00:00,2018-06-08 00:00:00,2018-06-08 00:00:00,mobile.de,346.0,1.0,1.0,3.0,4.0,5.0,4.0,10.0,10.0,10.0,8.0,1.0,1.0,10.0,9.0,9.0,9,10.0,8.0,3.0,1.0,7.0,8.0,8.0,9.0,10.0,9.0,8.0,10.0,10,10.0,10.0,10.0,9.0,5.454545454545453,30.0,23.0,0.0
1570,LB_4__317__4,LB_4__317,2018-04-16 00:00:00,2018-05-16 00:00:00,2018-06-08 00:00:00,2018-06-08 00:00:00,SZ online,518.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,8.0,6.0,3.0,3.0,1.0,8.0,10.0,6.0,9,9.0,8.0,10.0,8.0,6.0,5.0,6.0,7.0,10.0,7.0,7.0,10.0,8,10.0,10.0,8.0,8.0,5.454545454545453,30.0,23.0,0.0
1571,LB_5__318__4,LB_5__318,2018-04-16 00:00:00,2018-05-16 00:00:00,2018-06-08 00:00:00,2018-06-08 00:00:00,Ikea,264.0,1.0,1.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,2.0,1.0,1.0,10.0,10.0,10.0,10,10.0,5.0,2.0,5.0,1.0,5.0,2.0,2.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,5.0,7.2727272727272805,30.0,23.0,0.0
1572,XW01__319__4,XW01__319,2018-04-16 00:00:00,2018-05-15 00:00:00,2018-06-11 00:00:00,2018-06-11 00:00:00,SunSurveyor,951.0,1.0,1.0,5.0,7.0,7.0,7.0,5.0,3.0,4.0,5.0,1.0,10.0,10.0,6.0,5.0,6,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,5.0,6,7.0,3.0,4.0,5.0,1.818181818181813,29.0,27.0,0.0
1577,TR_1__324__4,TR_1__324,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-12 00:00:00,2018-07-09 00:00:00,BubbleUPnP,742.0,1.0,1.0,5.0,6.0,6.0,6.0,2.0,7.0,4.0,4.0,1.0,1.0,8.0,7.0,8.0,7,8.0,9.0,5.0,5.0,3.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,8,7.0,8.0,7.0,7.0,5.454545454545453,28.0,30.0,27.0
1578,TR_2__325__4,TR_2__325,2018-04-13 00:00:00,2018-05-12 00:00:00,2018-06-11 00:00:00,2018-07-11 00:00:00,FightList,788.0,2.0,1.0,3.0,7.0,7.0,7.0,5.0,1.0,1.0,5.0,1.0,1.0,9.0,10.0,8.0,9,10.0,8.0,4.0,5.0,7.0,7.0,7.0,5.0,10.0,10.0,10.0,7.0,7,8.0,1.0,1.0,2.0,5.454545454545453,29.0,30.0,30.0
1579,TR_3__326__4,TR_3__326,2018-04-02 00:00:00,2018-04-30 00:00:00,2018-06-03 00:00:00,2018-07-04 00:00:00,eBay,154.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,1.0,1.0,6.0,5.0,3.0,3,10.0,6.0,1.0,1.0,1.0,1.0,9.0,10.0,5.0,6.0,5.0,9.0,9,10.0,5.0,5.0,5.0,5.454545454545453,28.0,34.0,31.0
1580,TR_4__327__4,TR_4__327,2018-04-12 00:00:00,2018-05-11 00:00:00,2018-06-10 00:00:00,2018-07-10 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,2.0,2.0,1.0,8.0,3.0,3.0,8.0,5.0,1.0,7.0,6.0,6.0,6,10.0,10.0,10.0,8.0,10.0,1.0,10.0,8.0,6.0,6.0,10.0,10.0,10,10.0,10.0,8.0,10.0,5.454545454545453,29.0,30.0,30.0
1582,J__329__4,J__329,2018-04-06 00:00:00,2018-05-15 00:00:00,2018-06-10 00:00:00,2018-07-10 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,8.0,8.0,1.0,1.0,8.0,10.0,10.0,10,10.0,8.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10,10.0,6.0,6.0,6.0,5.454545454545453,39.0,26.0,30.0
1583,N__330__4,N__330,2018-04-04 00:00:00,2018-05-15 00:00:00,2018-06-09 00:00:00,2018-07-07 00:00:00,Jodel,279.0,2.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,1.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10,10.0,1.0,1.0,1.0,5.454545454545453,41.0,25.0,28.0
1584,V__331__4,V__331,2018-04-14 00:00:00,2018-05-12 00:00:00,2018-06-06 00:00:00,2018-07-06 00:00:00,Netflix,368.0,2.0,2.0,3.0,3.0,3.0,3.0,8.0,8.0,9.0,10.0,1.0,1.0,10.0,10.0,10.0,10,10.0,8.0,4.0,4.0,4.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,28.0,25.0,30.0
1585,R__332__4,R__332,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-09 00:00:00,2018-07-07 00:00:00,Navigation,364.0,1.0,1.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,1.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,28.0,27.0,28.0
1587,MK_1__334__4,MK_1__334,2018-04-05 00:00:00,2018-05-14 00:00:00,2018-06-04 00:00:00,2018-07-06 00:00:00,4 Bilder 1 Wort,711.0,2.0,1.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,7.2727272727272805,39.0,21.0,32.0
1588,MK_2__335__4,MK_2__335,2018-04-11 00:00:00,2018-05-14 00:00:00,2018-06-04 00:00:00,2018-07-05 00:00:00,Whatsapp,598.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,1.0,1.0,8.0,5.0,5.0,2,10.0,1.0,10.0,10.0,1.0,3.0,3.0,5.0,5.0,5.0,1.0,5.0,5,5.0,1.0,1.0,10.0,5.454545454545453,33.0,21.0,31.0
1590,MK_4__337__4,MK_4__337,2018-04-17 00:00:00,2018-05-18 00:00:00,2018-06-05 00:00:00,2018-07-10 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,7.0,1.0,1.0,10.0,10.0,10.0,10,10.0,1.0,10.0,10.0,10.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,31.0,18.0,35.0
1591,MK_5__338__4,MK_5__338,2018-04-17 00:00:00,2018-05-15 00:00:00,2018-06-10 00:00:00,2018-07-11 00:00:00,Amazon,27.0,1.0,1.0,4.0,3.0,3.0,6.0,8.0,8.0,8.0,8.0,1.0,1.0,7.0,7.0,7.0,7,10.0,1.0,10.0,10.0,10.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,10,7.0,10.0,10.0,10.0,5.454545454545453,28.0,26.0,31.0
1594,CS_3__341__4,CS_3__341,2018-04-08 00:00:00,2018-05-15 00:00:00,2018-05-15 00:00:00,2018-07-06 00:00:00,Ebay Kleinanzeigen,155.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,6.0,8.0,8.0,1.0,1.0,7.0,8.0,8.0,8,10.0,1.0,9.0,9.0,9.0,4.0,4.0,4.0,7.0,7.0,7.0,8.0,8,8.0,8.0,8.0,8.0,5.454545454545453,37.0,0.0,52.0
1595,CS_4__342__4,CS_4__342,2018-04-10 00:00:00,2018-05-12 00:00:00,2018-05-12 00:00:00,2018-07-06 00:00:00,Ebay Kleinanzeigen,155.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,6.0,6.0,6.0,1.0,1.0,5.0,7.0,7.0,7,8.0,1.0,7.0,7.0,7.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,7,7.0,3.0,3.0,3.0,5.454545454545453,32.0,0.0,55.0
1597,SO_1__344__4,SO_1__344,2018-03-23 00:00:00,2018-04-23 00:00:00,2018-06-04 00:00:00,2018-07-02 00:00:00,Facebook,170.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,8.0,8.0,8,10.0,5.0,1.0,7.0,10.0,1.0,5.0,5.0,7.0,9.0,2.0,10.0,5,5.0,3.0,5.0,1.0,5.454545454545453,31.0,42.0,28.0
1598,SO_2__345__4,SO_2__345,2018-03-30 00:00:00,2018-04-30 00:00:00,2018-06-05 00:00:00,2018-07-07 00:00:00,McDonalds,330.0,1.0,1.0,7.0,7.0,7.0,7.0,2.0,10.0,8.0,5.0,1.0,1.0,9.0,10.0,9.0,5,10.0,10.0,1.0,3.0,5.0,1.0,1.0,2.0,10.0,5.0,8.0,3.0,5,5.0,10.0,8.0,1.0,5.454545454545453,31.0,36.0,32.0
1599,SO_3__346__4,SO_3__346,2018-03-30 00:00:00,2018-04-30 00:00:00,2018-06-03 00:00:00,2018-07-09 00:00:00,Skyscanner,477.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,6.0,5.0,7.0,1.0,1.0,6.0,8.0,7.0,8,7.0,8.0,7.0,3.0,3.0,5.0,1.0,3.0,7.0,7.0,8.0,8.0,8,7.0,7.0,8.0,9.0,5.454545454545453,31.0,34.0,36.0
1600,SO_4__347__4,SO_4__347,2018-04-02 00:00:00,2018-05-02 00:00:00,2018-06-02 00:00:00,2018-07-05 00:00:00,Youtube,613.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,8.0,7.0,8.0,1.0,1.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,10.0,10.0,10,10.0,10.0,9.0,9.0,5.454545454545453,30.0,31.0,33.0
1601,SO_5__348__4,SO_5__348,2018-04-02 00:00:00,2018-05-02 00:00:00,2018-06-03 00:00:00,2018-07-09 00:00:00,GoogleMail,233.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,8.0,7.0,6.0,7,10.0,8.0,4.0,4.0,3.0,1.0,1.0,2.0,7.0,7.0,9.0,9.0,8,10.0,8.0,7.0,9.0,3.6363636363636402,30.0,32.0,36.0
1602,CR1__349__4,CR1__349,2018-03-23 00:00:00,2018-04-27 00:00:00,2018-06-25 00:00:00,2018-07-17 00:00:00,Paypal,393.0,1.0,1.0,4.0,3.0,4.0,4.0,8.0,9.0,8.0,8.0,1.0,6.0,10.0,8.0,9.0,9,7.0,9.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,8.0,5,5.0,8.0,7.0,7.0,3.6363636363636402,35.0,59.0,22.0
1603,SP2__350__4,SP2__350,2018-03-26 00:00:00,2018-04-30 00:00:00,2018-06-04 00:00:00,2018-07-18 00:00:00,Linkedin,316.0,1.0,1.0,4.0,3.0,3.0,2.0,5.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,8,10.0,9.0,8.0,8.0,8.0,2.0,2.0,2.0,7.0,7.0,6.0,8.0,8,7.0,6.0,6.0,6.0,5.454545454545453,35.0,35.0,44.0
1604,AF3__351__4,AF3__351,2018-03-27 00:00:00,2018-05-01 00:00:00,2018-06-22 00:00:00,2018-07-18 00:00:00,Threema,533.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,7.0,7.0,7.0,1.0,1.0,10.0,9.0,9.0,8,10.0,10.0,4.0,6.0,6.0,2.0,2.0,1.0,8.0,9.0,9.0,10.0,10,10.0,8.0,9.0,9.0,5.454545454545453,35.0,52.0,26.0
1606,SH5__353__4,SH5__353,2018-04-03 00:00:00,2018-05-07 00:00:00,2018-06-22 00:00:00,2018-07-17 00:00:00,Ebay,154.0,1.0,1.0,5.0,5.0,4.0,4.0,6.0,8.0,8.0,8.0,1.0,5.0,7.0,8.0,8.0,8,9.0,9.0,6.0,5.0,6.0,5.0,8.0,6.0,8.0,8.0,8.0,10.0,1,8.0,8.0,9.0,8.0,3.6363636363636402,34.0,46.0,25.0
