Probanden_ID__lfdn__AppNr,Probanden_ID__lfdn,Datum_1_Interview,Datum_2_Interview,Datum_3_Interview,Datum_4_Interview,V1,V01,V2,V3,V4_1_Interview,V4_2_Interview,V4_3_Interview,V4_4_Interview,V6_1_Interview,V6_2_Interview,V6_3_Interview,V6_4_Interview,V10,V11,V12_1_Interview,V12_2_Interview,V12_3_Interview,V12_4_Interview,V13,V14,V17_2_Interview,V17_3_Interview,V17_4_Interview,V18_2_Interview,V18_3_Interview,V18_4_Interview,V19_2_Interview,V19_3_Interview,V19_4_Interview,V20_2_Interview,V20_3_Interview,V20_4_Interview,V21_2_Interview,V21_3_Interview,V21_4_Interview,Miss_row_%,Days_Between_2_and_1_Interview,Days_Between_3_and_2_Interview,Days_Between_4_and_3_Interview,D4_2_1,D4_3_2,D4_4_3,D4_4_1,D6_2_1,D6_3_2,D6_4_3,D6_4_1,D12_2_1,D12_3_2,D12_4_3,D12_4_1
JL2803__98__1,JL2803__98,2018-03-17 00:00:00,2018-04-14 00:00:00,2018-05-12 00:00:00,2018-06-19 00:00:00,Amazon,27.0,1.0,1.0,4.0,4.0,3.0,3.0,8.0,8.0,9.0,6.0,10.0,1.0,8.0,8.0,9.0,9.0,10.0,10.0,7.0,8.0,9.0,8.0,1.0,5.0,8.0,9.0,7.0,10.0,10,10.0,8.0,10.0,5.0,5.454545454545453,28.0,28.0,38.0,0.0,-1.0,0.0,-1.0,0.0,1.0,-3.0,-2.0,0.0,1.0,0.0,1.0
LK_1__99__1,LK_1__99,2018-03-18 00:00:00,2018-04-18 00:00:00,2018-05-16 00:00:00,2018-06-13 00:00:00,Google Kalender,232.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,7.0,7.0,1.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,8.0,9.0,10.0,3.0,4.0,5.0,8.0,9.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,31.0,28.0,28.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0
JK_2__100__1,JK_2__100,2018-03-18 00:00:00,2018-04-18 00:00:00,2018-05-16 00:00:00,2018-06-13 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,7.0,8.0,1.0,5.0,7.0,7.0,7.0,8.0,9.0,3.0,10.0,10.0,10.0,9.0,9.0,8.0,10.0,8.0,9.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,31.0,28.0,28.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0
SK_3__101__1,SK_3__101,2018-03-18 00:00:00,2018-04-18 00:00:00,2018-05-17 00:00:00,2018-06-13 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,6.0,1.0,4.0,10.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,8.0,7.0,10.0,10.0,9.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,31.0,29.0,27.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0
SZ_4__102__1,SZ_4__102,2018-03-18 00:00:00,2018-04-18 00:00:00,2018-05-17 00:00:00,2018-06-14 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,7.0,7.0,8.0,1.0,5.0,8.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,31.0,29.0,28.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0
RP_5__103__1,RP_5__103,2018-03-18 00:00:00,2018-04-18 00:00:00,2018-05-17 00:00:00,2018-06-14 00:00:00,Youtube,613.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,7.0,7.0,8.0,1.0,1.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,7,7.0,10.0,4.0,4.0,5.454545454545453,31.0,29.0,28.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0
1__104__1,1__104,2018-03-15 00:00:00,2018-04-16 00:00:00,2018-05-15 00:00:00,2018-06-15 00:00:00,Nachrichten,362.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,3.0,3.0,1.0,1.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,8.0,9.0,9.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,32.0,29.0,31.0,0.0,1.0,0.0,1.0,0.0,-3.0,0.0,-3.0,0.0,1.0,0.0,1.0
3__106__1,3__106,2018-03-15 00:00:00,2018-04-15 00:00:00,2018-05-15 00:00:00,2018-06-16 00:00:00,Amazon Shopping,27.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,10.0,8.0,8.0,8.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,31.0,30.0,32.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0
4__107__1,4__107,2018-03-15 00:00:00,2018-04-15 00:00:00,2018-05-17 00:00:00,2018-06-15 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,7.0,7.0,7.0,10.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,10.0,10,10.0,7.0,7.0,8.0,5.454545454545453,31.0,32.0,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
5__108__1,5__108,2018-03-15 00:00:00,2018-04-16 00:00:00,2018-05-16 00:00:00,2018-06-14 00:00:00,Snapchat,485.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,1.0,1.0,4.0,9.0,9.0,9.0,5.0,6.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2,2.0,5.0,5.0,6.0,5.454545454545453,32.0,30.0,29.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
JL25__109__1,JL25__109,2018-03-16 00:00:00,2018-04-12 00:00:00,2018-05-27 00:00:00,2018-06-30 00:00:00,Deutsche Bank Mobile,131.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,5.0,5.0,10.0,1.0,7.0,7.0,8.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,10.0,8.0,9.0,10.0,10,10.0,10.0,9.0,10.0,1.818181818181813,27.0,45.0,34.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0,2.0,1.0,-1.0,1.0,1.0
NW25__110__1,NW25__110,2018-03-14 00:00:00,2018-04-13 00:00:00,2018-05-27 00:00:00,2018-06-30 00:00:00,facebook,170.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,6.0,2.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,2,3.0,2.0,2.0,2.0,5.454545454545453,30.0,44.0,34.0,0.0,-1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0
KR26__111__1,KR26__111,2018-03-14 00:00:00,2018-04-12 00:00:00,2018-05-27 00:00:00,2018-07-10 00:00:00,instagram,272.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,7.0,7.0,1.0,5.0,8.0,8.0,10.0,10.0,10.0,8.0,10.0,8.0,9.0,2.0,8.0,8.0,8.0,10.0,10.0,10.0,10,10.0,5.0,7.0,8.0,1.818181818181813,29.0,45.0,44.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,-3.0,0.0,2.0,0.0,2.0
AH28__112__1,AH28__112,2018-03-14 00:00:00,2018-04-14 00:00:00,2018-05-27 00:00:00,2018-06-30 00:00:00,WhatsApp,598.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,10.0,9.0,10.0,1.0,5.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3.0,6.0,5.0,8.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,1.818181818181813,31.0,43.0,34.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,3.0,0.0,2.0
OP64__113__1,OP64__113,2018-03-13 00:00:00,2018-04-11 00:00:00,2018-05-27 00:00:00,2018-06-30 00:00:00,Amazon,27.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,3.0,7.0,7.0,7.0,8.0,10.0,9.0,8.0,9.0,9.0,5.0,5.0,5.0,8.0,8.0,10.0,10.0,10,10.0,8.0,8.0,10.0,3.6363636363636402,29.0,46.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
MN__114__1,MN__114,2018-03-15 00:00:00,2018-04-15 00:00:00,2018-05-15 00:00:00,2018-06-15 00:00:00,Mail,324.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,1.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,3.0,3.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,31.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
MG__116__1,MG__116,2018-03-15 00:00:00,2018-04-15 00:00:00,2018-05-17 00:00:00,2018-06-20 00:00:00,WhatsApp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,9.0,7.0,2.0,3.0,9.0,9.0,5.0,7.0,10.0,6.0,1.0,1.0,6.0,5.0,9.0,5.0,9.0,9.0,9.0,10.0,10,10.0,9.0,9.0,9.0,3.6363636363636402,31.0,32.0,34.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,2.0,0.0,-4.0,2.0,-2.0
JG__118__1,JG__118,2018-03-20 00:00:00,2018-04-18 00:00:00,2018-05-15 00:00:00,2018-06-18 00:00:00,WhatsApp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,7.0,6.0,5.0,4.0,8.0,8.0,10.0,9.0,10.0,8.0,10.0,9.0,9.0,8.0,9.0,8.0,10.0,10.0,9.0,10.0,10,10.0,10.0,10.0,9.0,1.818181818181813,29.0,27.0,34.0,0.0,0.0,0.0,0.0,-8.0,5.0,-1.0,-4.0,0.0,2.0,-1.0,1.0
MS__119__1,MS__119,2018-03-20 00:00:00,2018-05-04 00:00:00,2018-05-25 00:00:00,2018-06-25 00:00:00,Ikea,264.0,1.0,1.0,5.0,4.0,6.0,6.0,10.0,8.0,7.0,8.0,1.0,1.0,8.0,8.0,8.0,7.0,10.0,10.0,3.0,2.0,2.0,2.0,1.0,1.0,8.0,9.0,9.0,10.0,7,8.0,7.0,7.0,7.0,5.454545454545453,45.0,21.0,31.0,-1.0,2.0,0.0,1.0,-2.0,-1.0,1.0,-2.0,0.0,0.0,-1.0,-1.0
AS__120__1,AS__120,2018-03-19 00:00:00,2018-05-04 00:00:00,2018-05-25 00:00:00,2018-06-25 00:00:00,NamazVakti,363.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,10.0,9.0,1.0,1.0,10.0,9.0,10.0,8.0,10.0,10.0,10.0,5.0,6.0,1.0,10.0,10.0,10.0,10.0,9.0,10.0,10,10.0,10.0,10.0,10.0,1.818181818181813,46.0,21.0,31.0,0.0,0.0,0.0,0.0,1.0,2.0,-1.0,2.0,-1.0,1.0,-2.0,-2.0
TY__121__1,TY__121,2018-03-19 00:00:00,2018-05-04 00:00:00,2018-05-25 00:00:00,2018-06-25 00:00:00,Instagram,272.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,7.0,7.0,1.0,1.0,8.0,10.0,10.0,10.0,10.0,8.0,10.0,8.0,8.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,3.0,8.0,8.0,3.6363636363636402,46.0,21.0,31.0,0.0,0.0,0.0,0.0,5.0,-1.0,0.0,4.0,2.0,0.0,0.0,2.0
IS__122__1,IS__122,2018-03-20 00:00:00,2018-05-04 00:00:00,2018-05-25 00:00:00,2018-08-25 00:00:00,Ebay Kleinzagen,155.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,9.0,8.0,7.0,1.0,4.0,10.0,8.0,10.0,10.0,10.0,10.0,3.0,3.0,3.0,1.0,7.0,7.0,8.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,45.0,21.0,92.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-2.0,2.0,0.0,0.0
IS Ba__123__1,IS Ba__123,2018-03-20 00:00:00,2018-05-04 00:00:00,2018-05-25 00:00:00,2018-08-25 00:00:00,Ebay Kleinzagen,155.0,1.0,1.0,4.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,1.0,1.0,10.0,8.0,7.0,8.0,10.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,8.0,8.0,10.0,10,10.0,9.0,10.0,10.0,5.454545454545453,45.0,21.0,92.0,2.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,-2.0,-1.0,1.0,-2.0
65KH__124__1,65KH__124,2018-03-18 00:00:00,2018-04-15 00:00:00,2018-05-12 00:00:00,2018-06-13 00:00:00,Wetter.com,596.0,1.0,1.0,3.0,3.0,3.0,3.0,5.0,8.0,8.0,5.0,1.0,1.0,8.0,8.0,7.0,8.0,10.0,5.0,8.0,7.0,9.0,1.0,7.0,5.0,8.0,7.0,10.0,10.0,10,10.0,8.0,10.0,10.0,5.454545454545453,28.0,27.0,32.0,0.0,0.0,0.0,0.0,3.0,0.0,-3.0,0.0,0.0,-1.0,1.0,0.0
62CM__125__1,62CM__125,2018-03-18 00:00:00,2018-04-15 00:00:00,2018-05-12 00:00:00,2018-06-13 00:00:00,Google,228.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,2.0,1.0,1.0,9.0,8.0,10.0,8.0,10.0,10.0,10.0,10.0,8.0,10.0,8.0,3.0,8.0,8.0,3.0,10.0,8,8.0,10.0,9.0,4.0,5.454545454545453,28.0,27.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-2.0,-1.0,2.0,-2.0,-1.0
97KH__126__1,97KH__126,2018-03-17 00:00:00,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-15 00:00:00,Karten,283.0,1.0,1.0,4.0,5.0,4.0,4.0,9.0,9.0,9.0,9.0,1.0,1.0,10.0,9.0,9.0,9.0,10.0,10.0,2.0,2.0,2.0,1.0,1.0,2.0,10.0,10.0,10.0,10.0,10,10.0,8.0,8.0,8.0,5.454545454545453,29.0,28.0,33.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
90MA__127__1,90MA__127,2018-03-19 00:00:00,2018-04-16 00:00:00,2018-05-15 00:00:00,2018-06-16 00:00:00,Amazon,27.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,8.0,4.0,4.0,1.0,3.0,8.0,9.0,8.0,8.0,10.0,10.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,10.0,10,10.0,9.0,8.0,9.0,5.454545454545453,28.0,29.0,32.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,1.0,-1.0,0.0,0.0
92VW__128__1,92VW__128,2018-03-20 00:00:00,2018-04-17 00:00:00,2018-05-14 00:00:00,2018-06-16 00:00:00,whatsapp,598.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,10.0,10.0,1.0,3.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,3.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,28.0,27.0,33.0,0.0,0.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1__129__1,1__129,2018-03-21 00:00:00,2018-04-18 00:00:00,2018-05-24 00:00:00,2018-06-29 00:00:00,Whattsapp,598.0,2.0,1.0,1.0,1.0,1.0,3.0,9.0,10.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,6.0,6.0,8.0,9.0,10.0,10.0,8,10.0,9.0,10.0,10.0,0.0,28.0,36.0,36.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2__130__1,2__130,2018-03-21 00:00:00,2018-04-18 00:00:00,2018-05-24 00:00:00,2018-06-29 00:00:00,Samsung Musik,455.0,2.0,1.0,5.0,3.0,2.0,2.0,5.0,4.0,6.0,6.0,1.0,1.0,5.0,6.0,7.0,8.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,8.0,9.0,10.0,5.0,5,6.0,8.0,9.0,9.0,0.0,28.0,36.0,36.0,-2.0,-1.0,0.0,-3.0,-1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0
3__131__1,3__131,2018-03-20 00:00:00,2018-04-18 00:00:00,2018-05-24 00:00:00,2018-06-29 00:00:00,H&M,241.0,2.0,1.0,5.0,4.0,3.0,6.0,5.0,10.0,8.0,10.0,7.0,1.0,9.0,10.0,10.0,10.0,6.0,6.0,10.0,10.0,10.0,8.0,1.0,1.0,10.0,10.0,10.0,10.0,10,10.0,8.0,10.0,10.0,0.0,29.0,36.0,36.0,-1.0,-1.0,3.0,1.0,5.0,-2.0,2.0,5.0,1.0,0.0,0.0,1.0
4__132__1,4__132,2018-03-20 00:00:00,2018-04-18 00:00:00,2018-05-24 00:00:00,2018-06-29 00:00:00,Amazon Shopping,27.0,1.0,1.0,5.0,6.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,10.0,10.0,5.0,5,7.0,1.0,2.0,2.0,0.0,29.0,36.0,36.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
WM_1__134__1,WM_1__134,2018-03-18 00:00:00,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-10 00:00:00,Tagesschau,519.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,8.0,8.0,8.0,1.0,1.0,7.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,28.0,28.0,28.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0
SiSc_2__135__1,SiSc_2__135,2018-03-19 00:00:00,2018-04-16 00:00:00,2018-05-14 00:00:00,2018-06-11 00:00:00,Google Maps,234.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,1.0,1.0,1.0,9.0,9.0,9.0,10.0,10,10.0,9.0,9.0,9.0,1.818181818181813,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
LM_4__137__1,LM_4__137,2018-03-18 00:00:00,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-10 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,7.0,6.0,8.0,8.0,9.0,10.0,10.0,10.0,10,10.0,10.0,9.0,9.0,3.6363636363636402,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST_5__138__1,ST_5__138,2018-03-18 00:00:00,2018-04-15 00:00:00,2018-05-13 00:00:00,2018-06-10 00:00:00,Kicker,292.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,6.0,6.0,6.0,1.0,1.0,9.0,8.0,9.0,9.0,10.0,10.0,9.0,10.0,10.0,6.0,6.0,6.0,8.0,8.0,8.0,9.0,10,10.0,8.0,8.0,8.0,3.6363636363636402,28.0,28.0,28.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,-1.0,1.0,0.0,0.0
P 4__147__1,P 4__147,2018-03-20 00:00:00,2018-04-19 00:00:00,2018-05-25 00:00:00,2018-06-26 00:00:00,Sparkassen App,495.0,1.0,1.0,3.0,4.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,8.0,7.0,10.0,10.0,10.0,10.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,30.0,36.0,32.0,1.0,1.0,1.0,3.0,-1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0
P 5__148__1,P 5__148,2018-03-20 00:00:00,2018-04-19 00:00:00,2018-05-25 00:00:00,2018-06-26 00:00:00,Evay Kleinanzeigen,155.0,1.0,1.0,4.0,3.0,4.0,6.0,8.0,10.0,8.0,10.0,1.0,4.0,10.0,8.0,10.0,10.0,10.0,10.0,6.0,5.0,6.0,4.0,7.0,10.0,2.0,8.0,10.0,10.0,8,8.0,10.0,10.0,8.0,5.454545454545453,30.0,36.0,32.0,-1.0,1.0,2.0,2.0,2.0,-2.0,2.0,2.0,-2.0,2.0,0.0,0.0
1__154__1,1__154,2018-03-22 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,Instagram,272.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,8.0,8.0,8.0,1.0,10.0,8.0,8.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2__155__1,2__155,2018-03-22 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,6.0,6.0,1.0,2.0,6.0,7.0,6.0,6.0,8.0,2.0,10.0,10.0,10.0,8.0,8.0,8.0,6.0,5.0,5.0,10.0,10,10.0,8.0,9.0,9.0,3.6363636363636402,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0
3__156__1,3__156,2018-03-22 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,Eventim,166.0,2.0,1.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,1.0,2.0,9.0,9.0,9.0,9.0,10.0,10.0,1.0,1.0,1.0,10.0,10.0,10.0,7.0,6.0,6.0,10.0,10,10.0,5.0,6.0,6.0,1.818181818181813,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4__157__1,4__157,2018-03-22 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,Whatsapp,598.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,1.0,9.0,8.0,8.0,8.0,10.0,1.0,10.0,10.0,10.0,5.0,5.0,5.0,9.0,9.0,9.0,10.0,10,10.0,9.0,9.0,9.0,5.454545454545453,34.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,-1.0,0.0,0.0,-1.0
5__158__1,5__158,2018-03-22 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,2018-04-25 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,6.0,6.0,1.0,8.0,8.0,9.0,9.0,9.0,10.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10,10.0,8.0,8.0,8.0,3.6363636363636402,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
KK_1__169__1,KK_1__169,2017-09-21 00:00:00,2018-04-21 00:00:00,2018-05-23 00:00:00,2018-06-23 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,2.0,2.0,2.0,7.0,8.0,6.0,7.0,1.0,3.0,8.0,7.0,7.0,7.0,10.0,8.0,7.0,7.0,7.0,6.0,2.0,2.0,9.0,7.0,8.0,10.0,10,10.0,9.0,8.0,8.0,5.454545454545453,212.0,32.0,31.0,1.0,0.0,0.0,1.0,1.0,-2.0,1.0,0.0,-1.0,0.0,0.0,-1.0
MM_1__171__1,MM_1__171,2017-09-21 00:00:00,2018-04-21 00:00:00,2018-05-23 00:00:00,2018-06-23 00:00:00,Youtube,613.0,2.0,1.0,3.0,5.0,6.0,6.0,10.0,6.0,7.0,7.0,1.0,1.0,7.0,9.0,9.0,9.0,9.0,9.0,5.0,6.0,6.0,1.0,2.0,2.0,9.0,9.0,9.0,8.0,9,9.0,9.0,9.0,9.0,5.454545454545453,212.0,32.0,31.0,2.0,1.0,0.0,3.0,-4.0,1.0,0.0,-3.0,2.0,0.0,0.0,2.0
LH_1__172__1,LH_1__172,2017-09-21 00:00:00,2018-04-21 00:00:00,2018-05-23 00:00:00,2018-06-23 00:00:00,Facebook,170.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,9.0,9.0,9.0,1.0,1.0,8.0,7.0,8.0,8.0,10.0,8.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,212.0,32.0,31.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0
ET_1__173__1,ET_1__173,2017-09-21 00:00:00,2018-04-21 00:00:00,2018-05-23 00:00:00,2018-06-23 00:00:00,Youtube,613.0,2.0,1.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,8.0,8.0,8.0,8.0,10.0,8.0,1.0,1.0,1.0,6.0,7.0,7.0,8.0,9.0,9.0,10.0,10,10.0,10.0,10.0,10.0,5.454545454545453,212.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CF_1__184__1,CF_1__184,2018-03-22 00:00:00,2018-04-18 00:00:00,2018-05-25 00:00:00,2018-07-06 00:00:00,Whatsapp,598.0,2.0,1.0,1.0,1.0,1.0,1.0,9.0,8.0,8.0,10.0,1.0,1.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10.0,10.0,10.0,10.0,3.6363636363636402,27.0,37.0,42.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
